,altname,altt,alttitle,altwhy,aw,award,awards,awattr,awref,awtype,bnote,bt,budget,by,cat,cattext,cost,coverage,date,dir,diraw,diraward,dirid,dirk,dirn,dirname,dirnote,dirstart,dist,distr,distributor,error,facts,fid,filmed,films,fnote,inc,kname,lang,length,mnote,moneynote,moneynotes,name,nm,nnote,notes,paw,pawattr,period,pname,prc,prcnote,prctext,prod,prodk,prodnote,prods,profit,rating,refdest,refto,reftype,released,rereleased,seen,sername,serno,sersize,sert,siteat,siteclass,sitedes,sitename,siteplace,sitetype,studio,studioloc,studios,t,time,ttl,url,vt,year
2400,,Mouline Rouge!,,,AFI,,,,,AA,,,,,Romt,,,first,,,,,BaL,R,Luhrmann,Luhrmann,,@1992,,,,M chris armstrong,,BaL9,,"
   ",,,Luhrman,,,,,, Craig Armstrong?,,,,,,1900,Martin B,col,,,,N,,,,,,,,,,23Sep2001,,,,,Paris,theater,cabaret,Moulin Rouge,France,,,,,Moulin Rouge,,,,,2001
2401,,,,,,,,,,,,,,,Comd,,,,,,,,BCr,R,Crystal,Crystal,,@1992,,,,,,BCr10,,"
   ",,,,,,,,,Babaloo Mandel,,,,,,,Crystal,,,,,R,,,,R,,,,,,,,,,,Catskills,resort,resort,,FL,,,,,Mr.~Saturday Night,,,,,1992
2402,,Ludwig van B.,,,,,,,,,,,,,BioP,,,,,,,,BeR,R,B.Rose,B.Rose,,@1992,,,,,,BeR16,,"
   ",,,,,,,,,Solti,,,,,,1810,Bruce Davey,col,,,,N,,,,,,,,,,3Feb1995,,,,,,town,,Bonn,Germany,,Columbia,,,Anna Karenine,,,,,1996
2403,,,,,,,,,,,,,,,Dram,,,,,,,,BKi,R,Kidron,Kidron,,@1992,,,,,,BKi19,,"
   ",,,,,,,,,Joseph Conrad,,,,,,1969,Peggy Raiski,col,,,,N,,,,,,,,,,,,,,,,town,suburb,Queens,NY,,Largo,,,Swept from the Sea,,,,,1998
2404,,,,,,,,,,,,,,,Comd,,,,,,,,BLv,R,Levant,Levant,,@1992,,,,"D, St",,BLv15,,"
   ",,,,,,,,,Hanna-Barbara,,,,AAN,,2000BC,J.Hughes,col,,,,N,,,,PG,,,,,,,,,,,,town,suburb,,USA,,Universal,,,The Flintstones,,,,,1994
2405,,,,,,,,,,,,,,,Comd,,,,,,,,BLw,R,B.Lewin,B.Lewin,,@1992,,,,,,BLw10,,"
   ",,,,,,,,,Marcel Ayme,,,,,,,,col,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Favor, the Watch, and the Very Big Fish",,,,,1992
2406,,,,,,,,,,,,,,,Susp,,,,,,,,BrL,R,B.Leonard,B.Leonard,,@1992,,,,,,BrL15,,"
   ",,,,,,,,,Dean R. Koontz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hideaway,,,,,1995
2407,,,,,,,,,,,,,,,Cart,,,,,,,,BSm,R,B.Smith,B.Smith,,@1992,,,,,,BSm10,,"
   ",,,,,,,,,Robin Harris,,,,,,,Thomas L. White,,,,,X,,,,,,,,,,,,,,,,,,,,,Paramount,,,Bebe's Kids,,,,,1992
2408,,,,,,,,,,,,,,,Comd,,,,,,,,ByP,R,Primus,Primus,,@1992,,,,,,ByP10,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,town,,Hollywood,CA,,,,,Mistress,,,,,1992
2409,,,,,,,,,,,,,,,CnRb,,,,,,,,CaF,R,C.Franklin,C.Franklin,,@1992,,,,,,CaF10,,"
   ",,,,,,,,,Tom Epperson,,,,,,,,col,,,,,,,,,,,,,,,,,,,,town,,Star City,AK,,IRS Media,,,One False Move,,,,,1992
2410,,,,,,,,,,,,,,,romt,,,,,,,,CrB,R,Bolotin,Bolotin,,@1992,,,,,,CrB10,,"
   ",,,,,,,,,Thomas Howell,,,,,,,Arnon Milchan,col,,,,N,,,,PG13,,,,,,,,,,,,,,,,,Alcor,,,That Night,,,,,1992
2411,,,,,,,,,,,,,,,Horr,,,,,,,,CRd,R,Randel,Randel,,@1992,,,,,,CRd10,,"
   ",,,,,,,,,,,,,,,,Christopher deFaria,col,,,,N,,,,R,,,,,,,,,,,,town,suburb,,CA,,,,,Amityville 1992: It's About Time,,,,,1992
2412,,,,,,,,,,,,,,,Fant,,,,,,,,CsS,R,Sturridge,Sturridge,,@1992,,,,,,CsS15,,"
   ",,,,,,,,,,,,,,,,Derek Granger,col,,,,N,,,,,,,,,,,,,,,,csd,,Tuscany,Italy,,Sovereign,,,Fairy Tale: A True Story,,,,,199x
2413,,,,,,,,,,,,,,,Dram,,,,,,,,CVi,R,C.Vincent,C.Vincent,,@1992,,,,,,CVi16,,"
   ",,,,\Fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La seperation,,,,,1998
2414,,,,,,,,,,,,,,,Dram,,,first,,,,,CyS,R,C.Scott,C.Scott,,@1992,,,,,,CyS1,,"
   ",,,,,,,,,David deVolpi,,,,,,,,,,,,,,,,,,,,,,,,,,,"MontTremblant, Quebec",train,bus,,Canada,,Nat.Film Board of Canada,,,Strangers in Good Company,,,,,1992
2415,,,,,,,,,,,,,,,Romt,,,,,,,,DeR,R,Ringel,Ringel,,@1992,,,,,,DeR10,,"
   ",,,,,,,,,,,,,,,,Alfredo Ringel,col,,,,N,,,,,,,,,,,,,,,,,,,,,,,,Unbecoming Age,,,,,1992
2416,,,,,,,,,,,,,,,Actn,,,,,,,,DFi,R,Fincher,Fincher,,@1992,,,,y(199x),,DFi17,,"
   ",,,,,,,,,Harry Savides,,,,,,2525,W.Hill,col,,,,X,,,,R,,,,,,18Jun1993,,,,,space,jail,prison at the end of the universe,,Universe,,Fox,,,The Game,,,,,1997
2417,,,,,,,,,,,,,,,Dram,,,,,,,,DJR,R,Roodt,Roodt,,@1992,,,,,,DJR15,,"
   ",,,,,,,,,Greg Latter,,,,,,1976,,col,,,,,,,,,,,,,,,,,,,,town,,Soweto,S.A.,,,,,Dangerous Ground,,,,,1997
2418,,,,,,,,,,,,,,,Comd,,,,,,,,DPa,R,D.Parker,D.Parker,,@1992,,,,,,DPa10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hercules Returns,,,,,1992
2419,,,,,,,,,,,,,,,Horr,,,,,,,,DPr,R,D.Price,D.Price,,@1992,,,,D,,DPr12,,"
   ",,,,,,,,,Stephen King,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,,,,,,NewLine,,,Needful Things,,,,,1993
2420,,,,,,,,,,,,,,,Dram,,,,,,,,DvR,R,Roe,Roe,,@1992,,,,"title, D)",,DvR10,,"
   ",,,,,,,,,,,,,,,,E.Pressman,CFcol,,,,N,,,,,,,,,,2Nov1993,,,,,South,,,,USA,,Fox,,,Politics,,,,,1992
2421,,,,,,,,,,,,,,,ScFi,,,,,,,,FLr,R,Leroi,Leroi,,@1992,,,,,,FLr10,,"
   ",,,,,,,,,,,,,,,,Allan Siritski,col,,,,N,,,,,,,,,,,,,,,,palace,castle,,France,,Golan,,,Emmanuelle 7,,,,,1992
2422,,,,,,,,,,,,,,,Horr,,,,,,,,FRK,R,Kuzui,Kuzui,,@1992,,,,,,FRK10,,"
   ",,,,,,,,,,,,,,,,Howard Rosenman,col,,,,X,,,,,,,,,,,,,,,,,,,CA,,Fox,,,Buffy the Vampire Slayer,,,,,1992
2423,,,,,,,,,,,,,,,Actn,,,,,,,,GeE,R,Erschbamer,Erschbamer,,@1992,,,,,,GeE10,,"
   ",,,,,,,,,Arne Olson,,,,,,2000,Robert Vince,col,,,,N,,,,,,,,,,,,,,,,,,,CA,,,,,Final Round,,,,,1993
2424,,,,,,,,,,,,,,,Comd,,,,,,,,GeQ,R,Quintano,Quintano,,@1992,,,,y(19yy),,GeQ10,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,,,,,,,,,6,,National Lampoon,,,,,,,NewLine,,,National Lampoon's Loaded Weapon 1,,,,,1992
2425,,,,,,,,,,,,,,,Docu,,,,,,,,GGh,R,Ghose,Ghose,,@1992,,,,y(19yy),,GGh10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Bengal,river,,Ganga,Bangladesh,,Ashirbad,"Bangladesh, India",,Padma Nadir Majhi,,,,,1994
2426,,,,,,,,,,,,,,,Actn,,,,,,,,GgW,R,G.Wright,G.Wright,,@1992,,,,,,GgW10,,"
   ",,,,,,,,,G.Wright,,,,,,,,col,,,,,,,,NC17,,,,,,,,,,,,city,,Melbourne,Australia,,,,,Romper Stomper,,,,,1992
2427,,,,,,,,,,,,,,,BioP,,,,,,,,GMK,R,MacKinnon,MacKinnon,,@1992,,,,y(1995),,GMK17,,"
   ",,,,,,,,,Esther Freund,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,city,,London,Morocco,,,,,Hideous Kinky,,,,,1999
2428,,,,,,,,,,AA,,,,,,,,,,,,,GSa,R,Salvatores,Salvatores,,@1992,,,,,,GSa10,,"
   ",,,,,,,,,,,,,,,1941,,col,,,,,,,,,,,,,,,,,,,,island,,Aegean Island,Mediteranean,,,,,Mediterraneo,,,,,1992
2429,,,,,,,,,,,,,,,Dram,,,,,,,,GSi,R,Sinisi,Sinisi,,@1992,,,,,,GSi10,,"
   ",,,Steinbeck,,,,,,,,,,,,,Gary Sinisi,col,,,,X,,,,,,,,,,,,,,,,town,,Soledad,CA,,MGM,,,Of Mice and Men,,,,,1992
2430,,,,,,,,,,,,,,,Comd,,,,,,,,GSr,R,G.Singer,G.Singer,,@1992,,,,,,GSr10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisecracks,,,,,1992
2431,,,,,,,,,,,,,,,BioP,,,,,,,,HaK,R,Katchatrian,Katchatrian,,@1992,,,,y(19yy),,HaK20,,"
   ",,,,,,,,,,,,,,,,Nora Armani,Col,,,,N,,,,,,,,,,,,,,,,csd,,Armenia,Russia,,Armenfilm,,,Last Station,,,,,1994
2432,,,,,,,,,,,,,,,Dram,,,,,,,,HCn,R,Carlsen,Carlsen,,@1992,,,,,,HCn10,,"
   ",,,,\Sw,,,,,Knut Hamsun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunger,,,,,1992
2433,,,,,,,,,,,,,,,Comd,,,,,,,,HDl,R,Dietl,Dietl,,@1992,,,,,,HDl10,,"
   ",,,,,,,,,Dietl,,,,,,,,col,,,,,,,,,,,,,,,,,,,,,,,,,Bavaria,,,Schtonk,,,,,1992
2434,,,,,,,,,,,,,,,Docu,,,,,,,,HSa,R,Sander,Sander,,@1992,,,,,,HSa10,,"
   ",,,,,,,,,,,,,,,"1945,1991",,bnw,,,,,,,,,,,,,,,,,,,,,,,Germany,,Bremer Institute,,,Krieg-Verwaltigungen-Kinder,,,,,1992
2435,,,,,,,,,,,,,,,Docu,,,,,,,,HwF,R,H.Franklin,H.Franklin,,@1992,,,,,,HwF10,,"
   ",,,,,,,,,Peter Suschitzky,,,,,,1942,,,,,,,,,,,,,,,,,,,,,,city,,NYC,NY,,,,,The Public Eye,,,,,1992
2436,,,,,,,,,,,,,,,Dram,,,,,,,,HWY,R,Yeh,Yeh,,@1992,,,,,,HWY10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,Taiwan,,Five Girls and a Rope,,,,,1992
2437,,,,,,,,,,,,,,,,,,,,,,,IdO,R,Ouedraogo,Ouedraogo,,@1992,,,,,,IdO10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samba Traore,,,,,1992
2438,,,,,,,,,,,,,,,ScFi,,,,,,,,IEy,R,Eyres,Eyres,,@1992,,,,,,IEy10,,"
   ",,,,,,,,,,,,,,,,Eyres,col,,,,X,,,,R,,,,,,,,,,,,,,,,,EGM,,,Project Shadowchaser,,,,,1992
2439,,,,,,,,,,,,,,,Expm,,,,,,,,IKe,R,Kerkhof,Kerkhof,,@1992,,,,,,IKe5,,"
   ",,,,,short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dead Man 2: Return of the Dead Man,,,,,1994
2440,,,,,,,,,,,,,,,Porn,,,,,,,,ILs,R,Leslie,Leslie,,@1992,,,,,,ILs10,,"
   ",,,,,,,,,,,,,,,,Leslie,col,,,,R,,,,,,,,,,,,,,,,,,,,,VGA,,,The Chameleons,,,,,1992
2441,,,,,,,,,,,,,,,Advt,,28M,,,,,,IMu,R,Musker,Musker,,@1992,,,Buena Vista,D,,IMu22,,"
   ",,97M,,,,,,,David Zippl,,,,AA,,,Ron Clements,col,,,,X,,,,G,,,,,,,,,,,,city,,Thebes,Greece,,Disney,,,Mighty Joe Young,,,,,1999
2442,,,,,,,,,,,,Sheherazade,,,Porn,,,,,,,,JAx,R,Alexander,Alexander,,@1992,,,,,,JAx10,,"
   ",,,,,,,,,Ravel Bolero,,,,,,,Alexander,col,,,,R,,,,,,,,,,,,,,,,town,suburb,,CA,,VGA,,,Sex Symphony,,,,,1992
2443,,,,,,,,,,,,``The Locked Room'',,,CnRb,,,,,,,,JbB,R,Bijl,Bijl,,@1992,,,,,,JbB10,,"
   ",,,,,,,,,Per Wahloo,,,,,,,Rolf Orthel,col,,,,N,,,,,,,,,,,,,,,,,,,,,Filmcase BV,,,Beck,,,,,1992
2444,,,,,,,,,,,,,,,,,,,,,,,JCB,R,Brisseau,Brisseau,,@1992,,,,,,JCB10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celine,,,,,1992
2445,,,,,,,,,,,,,,,,,,,,,,,JDs,R,Dash,Dash,,@1992,,,,,,JDs10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daughters of the Dust,,,,,1992
2446,,,,,,,,,,,,,,,Susp,,,,,,,,JeC,R,Chechik,Chechik,,@1992,,,,,,JeC14,,"
   ",,,,,,,,,Barry Berman,,,,,,,James G.\ Robinson,col,,,,X,,,,R,,,,,,3Dec1994,,,,,near Pittsburgh,school,boarding school,,PA,,Warners,,,Diabolique,,,,,1996
2447,,,,,,,,,,,,,,,,,,,,,,,JRi,R,Richet,Richet,,@1992,,,,,,JRi10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Etat des Lieux,,,,,1992
2448,,,,,,,,,,,,,,,,,,,,,,,JFs,R,Fansten,Fansten,,@1992,,,,,,JFs10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross my Heart,,,,,1992
2449,,,,,,,,,,,,,,,Hist,,,,,,,,JGd,R,Goddard,Goddard,,@1992,,,,y(19yy),,JGd15,,"
   ",,,,,,,,,Georges Delerue,,,,,,1200,,TV,,,,,,,,,,,,,,,,,,,,city,,Rome,Italy,,TF2,,,King Lear,,,,,1997
2450,,,,,,,,,,,,,,,Dram,,,,,,,,JoM,R,Moorhouse,Moorhouse,,@1992,,,,,,JoM15,,"
   ",,,,,,,,,Tak Fuijimoto,,,,,,,Redford,col,,,,R,,,,R,,,,,,17Sep1997,,,,,MidWest,csd,farm,,USA,,Polygram,,,A Thousand Acres,,,,,1997
2451,,,,,,,,,,,,,,,BioP,,,,,,,,JOx,R,Oxenberg,Oxenberg,,@1992,,,,,,JOx10,,"
   ",,,,,,,,,Oxenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,,NYC,NY,,,,,Thank You and Goodnight,,,,,1992
2452,,,,,,,,,,,,,,,,,,,,,,,JxS,R,Sevcikova,Sevcikova,,@1992,,,,,,JxS12,,"
   ",,,,\Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakub,,,,,1992
2453,,,,,,,,,,,,,,,,,,,,,,,KCm,R,K.Cameron,K.Cameron,,@1992,,,,,,KCm10,,"
   ",,,,,,,,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,,city,,Bangkok,Thailand,,,,,Bangkok Hilton,,,,,1992
2454,,,,,,,,,,,,,,,Dram,,,,,,,,KeG,R,K.Gordon,K.Gordon,,@1992,,,,,,KeG10,,"
   ",,,,,,,,,William Wharton,,,,,,1944,,col,,,,,,,,,,,,,,,,,,,,mountains,,Ardennes,Belgium,,,,,A Midnight Clear,,,,,1992
2455,,,,,,,,,,,,,,,Comd,,,,,,,,KOr,R,Ortega,Ortega,,@1992,,,,,,KOr2,,"
   ",,,Ortega,,,,,,Alan Menken,,,,,,1899,Steven Haft,col,,,,X,,,,PG,,,,,,,,,,,,town,,Salem,MA,,Disney,,,Hocus Pocus,,,,,1993
2456,,,,,,,,,,,,,,,Actn,,,,,,,,KSt,R,K.Stein,K.Stein,,@1992,,,,,,KSt10,,"
   ",,,,,,,,,,,,,,,,Rodman Flender,col,,,,N,,,,,,,,,,,,,,,,city,,L.A.,CA,,Calfilm,,,Rain Killer,,,,,1992
2457,,,,,,,,,,,,,,,Actn,,,,,,,,KWW,R,Wong,Wong,,@1992,,,,D(Kirk Wong = KWW),,KWW16,,"
   ",,,,\Ch inesese,,,,,,,,,,,,,col,,,,,,,,,,,,,,,,,,,,city,,Buenos Aires,Argentina,,,,,In the Mood for Love,,,,,2000
2458,,After Life,,,,,,,,,,,,,Dram,,,new,,,,,LBx,R,L.Belvaux, L.Belvaux,,@1992,,,,,,LBx6,,"
   ",,,,,,,,,sw,,,,,,,,sp,,,,,,,,,,,,,,,,1,,,,city,,Grenoble,France,,,,,Apres la vie,,,,,2004
2459,,,,,,,,,,,,,,,,,,,,,,,LNg,R,Ngabo,Ngabo,,@1992,,,,,,LNg10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gito the Ungrateful,,,,,1992
2460,,,,,,,,,,,,,,,Docu,,,,,,,,LuC,R,Carra,Carra,,@1992,,,,,,LuC10,,"
   ",,,,,,,,,Hiro Narita,,,,,,,M.Cotnoir,col,,,,X,,,,,,,,,,,,,,,,islands,bay,,Japan,,Voyager,,,The Inland Sea,,,,,1992
2461,,,,,,,,,,,,,,,Horr,,,first,,,,,MkP,R,M.Peploe,M.Peploe,,@1992,,,,,,MkP1,,"
   ",,,,,,,,,Frederick Seidel,,,,,,,,,,,,,,,,R,,,,,,,,,,,,city,,London,GB,,,,,Afraid of the Dark,,,,,1992
2462,,,,,,,,,,,,,,,TV,,23M,,,,,,MkG,R,Garris,Garris,,@1992,,,,,,MkG15,,"
   ",,,,,6h,,,,St.King,,,,,,,Mark Carliner,TV,,,,R,,,,,,,,,,,,,,,,town,,Las Vegas,NV,,ABC,,,The Shining,,,,,1997
2463,,,,,,,,,,,,,,,Dram,,,,,,,,MLs,R,Lessac,Lessac,,@1992,,,Miramax,,First Feature,MLs10,,"
   ",,,,,,,,,,,,,,,,Wolfgang Glattes,col,,,,X,,,,PG13,,,,,,,,,,,,,,,USA,,,,,House of Cards,,,,,1992
2464,,,,,,,,,,,,Jazz,,,,,,,,,,,MMz,R,Mitz,Mitz,,@1992,,,,"D=actor?, T",,MMz10,,"
   ",,,,,,,,,,,,,,,,Vittoria Principal,col,,,,N,,,,,,,,,,4Apr1992,,,,,,,,,,,Globus,,,The Fall Guy,,,,,1992
2465,,,,,,,,,,,,,,,Romt,,,,,,,,MNv,R,Novaro,Novaro,,@1992,,,,,,MNv10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico City,town,veracruz,,Mexico,,,,,Danzon,,,,,1992
2466,,,,,,,,,,,,,,,Dram,,,,,,,,MSw,R,Switzer,Switzer,,@1992,,,,,,MSw10,,"
   ",,,,,,,,,,,,,,,,Richard L. OConnor,col,,,,N,,,,,,,,,,,,,,,,,,,,,,,,Children of the Dark,,,,,1992
2467,,,,,,,,,,,,,,,Art Video,,,,,,,,MwB,R,Barney,Barney,,@1992,,,,,,MwB10,,"
   ",Budapest Opera,,,,,,,,Jonathan Beppler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cremaster 5,,,,,1992
2468,,,,,,,,,,,,,,,Porn,,,,,,,,NcC,R,Conn,Conn,,@1992,,,,,,NcC10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claire of the Moon,,,,,1992
2469,,,,,,,,,,,,,,,BioP,,,,,,,,NJi,N,M.Steinberg,Jimenez,,@1992,,,,,,NJi10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,hospital,,,,,,,,The Waterdance,,,,,1992
2470,,,,,,,,,,,,,,,Romt,,,,,,,,NlM,R,Malmros,Malmros,,@1992,,,Pathe,,,NlM10,,"
   ",,,,,,,,,,,,,,,,Per Holst,col,,,,N,,,,,,,,,,,,,,,,,,,,,,\Da,,Pain of Love,,,,,1992
2471,,,,,,,,,,,,,,,Romt Comd,,,,,,,,NoE,R,N.Ephron,N.Ephron,,@1992,,,,,,NoE8,,"
   ",,,,,,,,,Lo. Ary.,,,,AAN,,,Kathryn Galan,col,,,,N,,,,,,,,,,1Oct11993,,,,,NYC,city,airport,Upper West Side,NY,,Warners,,,You've got Mail,,,,,1998
2472,,,,,,,,,,,,,,,,,,,,,,,NSv,R,Svoboda,Svoboda,,@1992,,,,,,NSv10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,,NYC,NY,,,,,Household Saints,,,,,1992
2473,,,,,,,,,,,,,,,Dram,,,,,,,,PCh,R,Chelsom,Chelsom,,@1992,,,,,,PCh15,,"
   ",,,,,,,,,Rodman Philbrick,,,,,,,,col,,,,,,,,,,,,,,,,,,,Liverpool,theater,music hall,,GB,,,,,The Mighty,,,,,1998
2474,,,,,,,,,,,,,,,Dram,,,first,,,,,PmR,R,Rooks,Rooks,,@1992,,,,,,PmR1,,"
   ",,,,,,,,,Zakir Hussain,,,,,,1936,,col,,,,,,,,,,,,,,,,,,,South,school,mission,,India,,National Film Development Corp.,,,Miss Beatty's Children,,,,,1992
2475,,,,,,,,,,,,,,,Dram,,,first,,,,,QTa,R,Tarantino,Tarantino,,@1992,,,,,,QTa6,,"
   ",,,,,,,,,Elmore Leonard,,,,,,,,col,,,,,,,,,,,,,,,,,,,,city,warehouse,L.A.,CA,,Miramax,,,Jackie Brown,,,,,1997
2476,,,,,,,,,,,,,,,Actn,,,,,,,,RBx,R,R.Belvaux,R.Belvaux,,@1992,,,,,,RBx10,,"
   ",,,,\Fr,,,,,Andre Bonzel,,,,,,,,bnw,,,,,,,,NC17,,,,,,,,,,,,,,,Belgium,,,,,Man Bites Dog,,,,,1992
2477,,,,,,,,,,,,,,,Dram,,,,,,,,RiS,R,Spence,Spence,,@1992,,,,,,RiS10,,"
   ",,,,,,,,,Graham Reid,,,,,,,Chris Parr,col,,,,N,,,,,,,,,,,,,,,Northern Ireland,,,,GB,,BBC,,,"You, Me, and Marley",,,,,1992
2478,,,,,,,,,,,,,,,CnRb,,,,,,,,RMc,R,R.MacDonald,R.MacDonald,,@1992,,,,y(19yy),,RMc10,,"
   ",,,,,,,,,,,,,,,,Ashok Amitrai,col,,,,N,,,,R,,,,,,,,,,,,city,,L.A.,CA,,,,,Night Eyes II,,,,,1992
2479,,,,,,,,,,,,,,,Docu,,,,,,,,RMg,R,Mugge,Mugge,,@1992,,,,,,RMg17,,"
   ",,,,,,,,,Bluegrass,,,,,,,Mugge,col,,,,R,,,,,,,,,,,,,,,South,csd,,,KY,,Mug Shot,,,Gather at the River,,,,,1994
2480,,Life is Beautiful,,USA,,,,,,AAfor,,,,,Dram,,10M,,,,,,RrB,R,Benigni,Benigni,,@1992,,,Miramax,,,RrB18,,"
   ",,98M,,,,,,,Vincenzo Cerami,,,,AA,,1939-1944,,col,,,,,,,,,,,,,,,,,,,Sicily,csd,,Tuscany,Italy,,,\It,,La Vita e Bella,,,,,1998
2481,,,,,,,,,,,,,,,Horr,,7K,first,,,,,RRz,R,Rodriguez,Rodriguez,,@1992,,,,,,RRz6,,"
   ",,,,\Sp,,,,,Kevin Williamson,,,,,,,,col,,,,,,,,,,,,,,,,2,,Mariachi,,school,high school,,Mexico,,Columbia,,,The Faculty,,,,,1998
2482,,,,,,,,,,,,,,,,,,,,,,,RSd,R,Shepard,Shepard,,@1992,,,,,,RSd10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Linguini Incident,,,,,1992
2483,,,,,,,,,,,,,,,Advt,,,,,,,,RTa,R,Talalay ,Talalay,,@1992,,,,D,,RTa15,,"
   ",,,,,,,,,,,,,,,1850,Paul Schiff,col,,,,N,,,,R,,,,,,,,,,,,,,,Africa,,Fox,,,The Ghost and the Darkness,,,,,1996
2484,,,,,,,,,,,,,,,,,,,,,,,RtM,R,Morin,Morin,,@1992,,,,,,RtM10,,"
   ",,,,\Fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiem pour un Beau Sanscoeur,,,,,1992
2485,,,,,,,,,,,,,,,Dram,,,,,,,,SGy,R,Gyllenhaal,Gyllenhaal,,@1992,,,,y(19yy),,SGy12,,"
   ",,,,,,,,,Naomi Foner,,,,,,"1974,1944",,col,,,,,,,,,,,,,,,,,,,,csd,fens,East Anglia,AZ,,,,,A Dangerous Woman,,,,,1993
2486,,,,,,,,,,,,,,,Ducu,,,,,,,,SHD,R,Dolz,Dolz,,@1992,,,,,,SHD10,,"
   ",,,,\Sp,,,,,,,,,,,,Kees Ryninks,col,,,,N,,,,,,,,,,,,,,,Valencia,sports,bullrings,,Spain,,Scorpio,,,Only The Brave,,,,,1992
2487,,,,,,,,,,,,,,,Comd,,,first,,,,,SoW,R,Wartman,Wartman,,@1992,,,,,,SoW1,,"
   ",,,,\Ge,,,,,,,,,,,,,col,,,,,,,,,,,,,,,,,,,Munich,roads,autobahn,,Germany,,,,,Acting It Out,,,,,1992
2488,,,,,,,,,,,,,,,Dram,,,,,,,,SvA,R,S.Anderson,S.Anderson,,@1992,,,,,,SvA10,,"
   ",,,,,,,,,,,,,,,,William B. Sreakley,,,,,X,,,,,,,,,,,,,,,,city,,L.A.,CA,,,,,South Central,,,,,1992
2489,,,,,,,,,,,,,,,,,,,,,,,SvN,R,Nykvist,Nykvist,,@1992,,,,,,SvN10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ox,,,,,1992
2490,,,,,,,,,,,,,,,Comd,,,,,,,,THk,A,Sally Field,Hanks,,@1992,,,,,,THk16,,"
   ",,,,,short,,,,Tom Hanks,,,,,,1964,Hanks,TV series,,,,R,,,,,,,,,,,,,,,,town,,,USA,,HBO,,,From the Earth to the Moon,,,,,1998
2491,,,,,,,,,,,,,,,Comd,,,first,,,,,TDe,R,T.Demme,T.Demme,,@1992,,,,,,TDe19,,"
   ",,,,,22 min,,,,Scott Rosenberg,,,,,,,,col,,,,,,,,R,,,,,,,,,,,Boston,jail,prison,Charleston,MS,,,,,Life,,,,,1999
2492,,,,,,,,,,,,,,,BioP,,,first,,,,,ToK,R,Kalin,Kalin,,@1992,,,,,,ToK1,,"
   ",,,,,,,,,,,,,,,1924,,col,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swoon,,,,,1992
2493,,,,,,,,,,,,,,,Dram,,,,,,,,TRb,R,T.Robbins,T.Robbins,,@1992,,,,,, ,,"
   ",,,,,,,,,Robbins,,,,,,1937,Robbins,col,,,,M,,,,,,,,,,17Jun1999,,,,,,city,,NYC,NY,,Touchstone,,,Cradle will Rock,,,,,2000
